customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
9880-TDQAC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No
8705-WZCYL,Yes,No,DSL,No,No,No,No,No,No,No
7102-JJVTX,Yes,No,DSL,Yes,No,No,No,No,No,No
8626-PTQGE,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,No
4983-CLMLV,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
5701-YVSVF,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,No
5804-LEPIM,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
5697-GOMBF,No,No phone service,DSL,No,No,No,No,Yes,No,No
2739-CACDQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
9385-EHGDO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9498-FIMXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2379-GYFLQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
0122-OAHPZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
2868-SNELZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes
4322-RCYMT,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes
6680-NENYN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
2088-IEBAU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
7982-VCELR,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No
1343-EHPYB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
6035-BXTTY,Yes,No,DSL,No,Yes,No,Yes,No,No,No
6885-PKOAM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
7520-HQWJU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No
9639-BUJXT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5924-SNGKP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0021-IKXGC,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
2034-GDRCN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
8966-SNIZF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6243-OZGFH,No,No phone service,DSL,No,No,No,No,Yes,Yes,No
4654-DLAMQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
0513-RBGPE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No
5160-UXJED,Yes,No,DSL,No,No,No,No,No,No,No
4115-NZRKS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
0219-YTZUE,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
0623-IIHUG,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes
4572-DVCGN,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
3351-NGXYI,Yes,Yes,DSL,Yes,No,No,No,No,No,No
8984-EYLLL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
9057-MSWCO,No,No phone service,DSL,Yes,No,No,No,No,No,Yes
9833-TGFHX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No
9294-TDIPC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5229-DTFYB,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
0104-PPXDV,Yes,No,DSL,No,No,Yes,No,No,No,No
5176-LMJXE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3583-KRKMD,Yes,No,Fiber optic,No,No,No,Yes,No,No,No
1010-DIAUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
9069-LGEUL,Yes,No,DSL,Yes,No,No,No,No,Yes,No
7302-ZHMHP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9571-EDEBV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
3520-FJGCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
6563-VRERX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0259-GBZSH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
6122-EFVKN,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
2805-EDJPQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
6862-CQUMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No
7156-MXBJE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
6158-HDPXZ,No,No phone service,DSL,No,No,No,No,No,No,No
9601-BRXPO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
2863-IMQDR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5686-CMAWK,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No
5651-CRHKQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No
6905-NIQIN,Yes,No,DSL,No,Yes,No,No,No,No,Yes
8204-YJCLA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5167-ZFFMM,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
6583-SZVGP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
4895-TMWIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0533-BNWKF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
1708-PBBOA,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No
8782-LKFPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
5522-JBWMO,Yes,No,DSL,No,No,No,No,No,No,No
3597-MVHJT,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
9774-NRNAU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
0224-RLWWD,Yes,No,DSL,No,No,No,No,No,No,No
9967-ATRFS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3951-NJCVI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
2977-CEBSX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
0177-PXBAT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
6599-CEBNN,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
2519-ERQOJ,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No
5876-QMYLD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2277-AXSDC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9442-JTWDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
3067-SVMTC,Yes,No,DSL,Yes,No,No,Yes,No,No,No
5495-GPSRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7606-BPHHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No
0111-KLBQG,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No
4800-VHZKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
7989-CHGTL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0334-GDDSO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
4163-NCJAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5233-AOZUF,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
5973-EJGDP,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No
1996-DBMUS,Yes,No,Fiber optic,No,No,No,No,No,No,No
7916-VCCPB,Yes,No,Fiber optic,No,Yes,No,No,No,No,No
4686-GEFRM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
5249-QYHEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0578-SKVMF,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes
5564-NEMQO,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes
2233-FAGXV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5605-IYGFG,Yes,No,Fiber optic,No,No,No,No,No,No,No
7663-ZTEGJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
3935-TBRZZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8111-BKVDS,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No
2055-SIFSS,Yes,Yes,DSL,No,No,No,No,No,No,No
2806-MLNTI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
8734-DKSTZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No
4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
6152-ONASV,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No
9063-ZGTUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
7781-HVGMK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
2181-UAESM,Yes,No,DSL,Yes,No,Yes,No,No,No,No
2957-LOLHO,Yes,No,DSL,No,No,No,No,No,No,Yes
6048-NJXHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2320-SLKMB,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,No
4980-URKXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4376-KFVRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
5886-VLQVU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
3577-AMVUX,Yes,No,DSL,No,No,Yes,Yes,No,No,No
0771-WLCLA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
5628-RKIFK,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No
0206-TBWLC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2937-FTHUR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No
1910-FMXJM,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
4110-PFEUZ,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
0732-OCQOC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5168-MSWXT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No
1090-ESELR,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
8592-PLTMQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5760-WRAHC,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No
8847-GEOOQ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No
0256-LTHVJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
4785-FCIFB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8313-NDOIA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
5149-CUZUJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
0942-KOWSM,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
4237-CLSMM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1452-VOQCH,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
4719-UMSIY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6614-VBEGU,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No
0880-TKATG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
3811-VBYBZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
1480-BKXGA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2996-XAUVF,No,No phone service,DSL,No,No,No,Yes,No,Yes,No
9076-AXYIK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
5968-XQIVE,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No
8896-RAZCR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4640-UHDOS,Yes,No,DSL,No,No,No,No,No,Yes,Yes
4933-IKULF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes,Yes
1304-BCCFO,Yes,No,DSL,No,No,Yes,No,Yes,Yes,No
4104-PVRPS,Yes,No,DSL,Yes,No,No,Yes,No,No,No
9399-APLBT,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
2359-KMGLI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
3780-DDGSE,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No
4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No
0306-JAELE,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes
6227-HWPWX,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
0486-LGCCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0447-BEMNG,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Yes
4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
5168-MQQCA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
5949-XIKAE,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes
7971-HLVXI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No
9094-AZPHK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
3649-JPUGY,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
4472-LVYGI,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,No
8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
3552-CTCYF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
6778-YSNIH,Yes,No,DSL,No,Yes,No,No,Yes,No,No
0388-EOPEX,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes
5756-OZRIO,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No
6579-JPICP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8205-OTCHB,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Yes
4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No
0505-SPOOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6235-VDHOM,No,No phone service,DSL,No,Yes,No,No,No,No,Yes
7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes
4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
4513-CXYIX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No
3957-HHLMR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No
7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No
5736-YEJAX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No
5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes
8981-FJGLA,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
7218-HKQFK,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes
4636-QRJKY,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes
1135-LMECX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4332-MUOEZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
8535-SFUTN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
5956-VKDTT,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
8677-HDZEE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
2475-MROZF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No
9412-GHEEC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
3482-ABPKK,Yes,No,DSL,Yes,No,No,Yes,No,No,No
6705-LXORM,Yes,No,Fiber optic,No,No,No,No,No,No,No
0257-ZESQC,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes
7531-GQHME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5174-ITUMV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
4109-CYRBD,Yes,Yes,DSL,No,No,No,No,No,No,No
0913-XWSCN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No
6825-UYPFK,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
8397-MVTAZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
0750-EBAIU,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No
8606-CIQUL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
3571-DPYUH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No
7601-GNDYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0356-OBMAC,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
8067-NIOYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1403-GYAFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4234-XTNEA,Yes,No,Fiber optic,No,No,No,No,Yes,No,No
1297-VQDRP,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
9282-IZGQK,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
5348-CAGXB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No
0621-HJWXJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
5844-QVTAT,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No
8905-IAZPF,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No
5394-MEITZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
6859-QNXIQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2782-LFZVW,Yes,Yes,DSL,No,No,No,No,No,Yes,No
2866-IKBTM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1342-JPNKI,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
2817-NTQDO,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Yes
7129-AZJDE,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
6986-IJDHX,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes
2560-PPCHE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
4676-MQUEA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
8138-EALND,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3580-HYCSP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
1352-HNSAW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2075-PUEPR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1982-FEBTD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5301-GAUUY,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
5791-KAJFD,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No
2654-VBVPB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1154-HYWWO,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No
2501-XWWTZ,Yes,No,Fiber optic,No,No,No,No,No,No,No
3716-UVSPD,Yes,No,DSL,No,No,No,Yes,No,No,No
6815-ABQFQ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
7343-EOBEU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3701-SFMUH,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No
6103-LIANB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
7319-VENRZ,Yes,No,DSL,No,No,Yes,Yes,Yes,No,No
5846-NEQVZ,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No
6967-QIQRV,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No
5781-RFZRP,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No
0939-YAPAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
0308-IVGOK,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No
7293-LSCDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7025-WCBNE,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No
5756-JYOJT,Yes,No,DSL,No,No,Yes,Yes,No,Yes,No
4710-FDUIZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
6030-REHUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
9548-LIGTA,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No
5150-LJNSR,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No
8270-RKSAP,Yes,No,Fiber optic,No,No,No,No,No,No,No
6522-YRBXD,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No
2640-LYMOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1218-VKFPE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3627-FHKBK,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes
2865-TCHJW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
1423-BMPBQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2393-DIVAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5192-EBGOV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
4568-KNYWR,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No
8752-IMQOS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0742-LAFQK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
0795-LAFGP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
0619-OLYUR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
5512-IDZEI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0459-SPZHJ,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No
0215-BQKGS,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,No
9244-ZVAPM,Yes,No,DSL,No,No,No,No,No,No,No
0719-SYFRB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes
8208-EUMTE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,No
5172-MIGPM,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No
1710-RCXUS,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No
0374-FIUCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5839-SUYVZ,Yes,No,Fiber optic,No,No,No,Yes,No,No,No
5173-ZXXXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1096-ADRUX,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
2001-MCUUW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
2731-GJRDG,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
4723-BEGSG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
6516-NKQBO,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
8672-OAUPW,Yes,No,DSL,No,No,No,Yes,No,No,No
8207-DMRVL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
3419-SNJJD,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
6543-CPZMK,No,No phone service,DSL,No,Yes,No,No,No,No,Yes
4765-OXPPD,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes
2804-ETQDK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6689-VRRTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
7138-GIRSH,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,No
9396-ZSFLL,Yes,Yes,DSL,No,No,No,No,No,No,No
6464-KEXXH,No,No phone service,DSL,No,No,No,No,No,No,No
7134-MJPDY,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
5240-CAOYT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No
4059-IIEBK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
4881-JVQOD,No,No phone service,DSL,No,No,No,No,No,Yes,No
0516-UXRMT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
4851-BQDNX,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No
5148-HKFIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1009-IRMNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3003-CMDUU,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No
5016-IBERQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No
6797-UCJHZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
2469-DTSGX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
4554-YGZIH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
5099-BAILX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
9931-KGHOA,Yes,Yes,DSL,Yes,No,No,No,No,No,No
1775-KWJKQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
7665-VIGUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9411-TPQQV,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,No
7207-RMRDB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
7954-MLBUN,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
2077-DDHJK,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No
4913-EHYUI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
0195-IESCP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
